id,title,actor,writer,genre,country,director,rating,score,year,release,runtime
4958,Marley & Me,Owen Wilson,Scott Frank,Comedy,USA,David Frankel,PG,7.1,2008,12-25-2008,100
4959,The Spirit,Gabriel Macht,Frank Miller,Action,USA,Frank Miller,PG-13,4.8,2008,12-25-2008,103
4960,Doubt,Meryl Streep,John Patrick Shanley,Drama,USA,John Patrick Shanley,PG-13,7.5,2008,12-25-2008,104
4961,Bedtime Stories,Adam Sandler,Matt Lopez,Comedy,USA,Adam Shankman,PG,6.1,2008,12-25-2008,99
4962,Ghajini,Aamir Khan,Piyush Mishra,Action,India,A.R. Murugadoss,Not specified,7.3,2008,12-25-2008,100
4963,Gran Torino,Clint Eastwood,Nick Schenk,Drama,Germany,Clint Eastwood,R,8.2,2008,1-9-2009,116
4964,Bride Wars,Kate Hudson,Greg DePaul,Comedy,USA,Gary Winick,PG,5.5,2009,1-9-2009,89
4965,The Unborn,Odette Annable,David S. Goyer,Drama,USA,David S. Goyer,PG-13,4.8,2009,1-9-2009,88
4966,Dead Snow,Jeppe Beck Laursen,Tommy Wirkola,Comedy,Norway,Tommy Wirkola,NOT RATED,6.3,2009,1-9-2009,100
4967,Defiance,Daniel Craig,Clayton Frohman,Action,USA,Edward Zwick,R,7.2,2008,1-16-2009,137
4968,My Bloody Valentine,Jensen Ackles,Todd Farmer,Horror,USA,Patrick Lussier,R,5.5,2009,1-16-2009,101
4969,Notorious,Jamal Woolard,Reggie Rock Bythewood,Biography,USA,George Tillman Jr.,R,6.7,2009,1-16-2009,122
4970,Paul Blart: Mall Cop,Kevin James,Kevin James,Action,USA,Steve Carr,PG,5.2,2009,1-16-2009,91
4971,Hotel para perros,Emma Roberts,Jeff Lowell,Comedy,Germany,Thor Freudenthal,PG,5.4,2009,1-16-2009,100
4972,Hell Ride,Larry Bishop,Larry Bishop,Action,USA,Larry Bishop,R,5.1,2008,1-17-2009,84
4973,The Slammin' Salmon,Michael Clarke Duncan,Jay Chandrasekhar,Comedy,USA,Kevin Heffernan,R,6.5,2009,1-17-2009,100
4974,Mystery Team,Donald Glover,D.C. Pierson,Comedy,USA,Dan Eckman,R,6.8,2009,1-17-2009,97
4975,Revolutionary Road,Leonardo DiCaprio,Justin Haythe,Drama,USA,Sam Mendes,R,7.3,2008,1-23-2009,119
4976,El libro mágico,Brendan Fraser,David Lindsay-Abaire,Adventure,Germany,Iain Softley,PG,6.1,2008,1-23-2009,106
4977,Frost/Nixon,Frank Langella,Peter Morgan,Biography,USA,Ron Howard,R,7.7,2008,1-23-2009,122
4978,Underworld: Rise of the Lycans,Rhona Mitra,Danny McBride,Action,USA,Patrick Tatopoulos,R,6.6,2009,1-23-2009,92
4979,Che: Part One,Julia Ormond,Peter Buchman,Biography,France,Steven Soderbergh,NOT RATED,7.2,2008,1-24-2009,134
4980,Búsqueda implacable,Liam Neeson,Luc Besson,Action,France,Pierre Morel,PG-13,7.8,2008,1-30-2009,93
4981,The Wrestler,Mickey Rourke,Robert D. Siegel,Drama,USA,Darren Aronofsky,R,7.9,2008,1-30-2009,109
4982,The Reader,Kate Winslet,David Hare,Drama,USA,Stephen Daldry,R,7.6,2008,1-30-2009,124
4983,Milk,Sean Penn,Dustin Lance Black,Biography,USA,Gus Van Sant,R,7.6,2008,1-30-2009,128
4984,The Uninvited,Emily Browning,Craig Rosenberg,Drama,USA,Charles Guard,PG-13,6.4,2009,1-30-2009,87
4985,New in Town,Renée Zellweger,Ken Rance,Comedy,USA,Jonas Elmer,PG,5.6,2009,1-30-2009,97
4986,Rewind,Karra Elejalde,Nacho Vigalondo,Horror,Spain,Nacho Vigalondo,R,7.2,2007,2-6-2009,92
4987,Coraline,Dakota Fanning,Henry Selick,Animation,USA,Henry Selick,PG,7.7,2009,2-6-2009,100
4988,A él no le gustas tanto,Jennifer Aniston,Abby Kohn,Comedy,Germany,Ken Kwapis,PG-13,6.4,2009,2-6-2009,129
4989,Push,Camilla Belle,David Bourla,Action,USA,Paul McGuigan,PG-13,6.1,2009,2-6-2009,111
4990,The Pink Panther 2,Steve Martin,Scott Neustadter,Adventure,USA,Harald Zwart,PG,5.6,2009,2-6-2009,92
4991,The Secret of Kells,Evan McGuire,Tomm Moore,Animation,France,Tomm Moore,NOT RATED,7.7,2009,2-11-2009,100
4992,Friday the 13th,Jared Padalecki,Damian Shannon,Horror,USA,Marcus Nispel,R,5.6,2009,2-13-2009,97
4993,The International,Clive Owen,Eric Warren Singer,Action,USA,Tom Tykwer,R,6.5,2009,2-13-2009,118
4994,Confessions of a Shopaholic,Isla Fisher,Tracey Jackson,Comedy,USA,P.J. Hogan,PG,5.9,2009,2-13-2009,104
4995,Fanboys,Dan Fogler,Ernest Cline,Adventure,USA,Kyle Newman,PG-13,6.6,2009,2-13-2009,100
4996,District 13: Ultimatum,Cyril Raffaelli,Luc Besson,Action,France,Patrick Alessandrin,R,6.5,2009,2-18-2009,101
4997,Blind Dating,Chris Pine,Christopher Theo,Comedy,USA,James Keach,PG-13,6.1,2006,2-20-2009,100
4998,Fired Up!,Eric Christian Olsen,Will Gluck,Comedy,USA,Will Gluck,PG-13,6.2,2009,2-20-2009,90
4999,Madea Goes to Jail,Tyler Perry,Tyler Perry,Comedy,USA,Tyler Perry,PG-13,4.3,2009,2-20-2009,103
5000,Street Fighter: La leyenda,Kristin Kreuk,Justin Marks,Action,Canada,Andrzej Bartkowiak,PG-13,3.7,2009,2-27-2009,96
5001,Watchmen,Jackie Earle Haley,David Hayter,Action,USA,Zack Snyder,R,7.6,2009,3-6-2009,162
5002,Bronson,Tom Hardy,Brock Norman Brock,Action,UK,Nicolas Winding Refn,R,7.1,2008,3-13-2009,92
5003,The Class,François Bégaudeau,Laurent Cantet,Drama,France,Laurent Cantet,PG-13,7.5,2008,3-13-2009,128
5004,Race to Witch Mountain,Dwayne Johnson,Matt Lopez,Action,USA,Andy Fickman,PG,5.7,2009,3-13-2009,98
5005,The Last House on the Left,Garret Dillahunt,Adam Alleca,Crime,USA,Dennis Iliadis,R,6.6,2009,3-13-2009,110
5006,Miss March,Zach Cregger,Zach Cregger,Comedy,USA,Zach Cregger,R,5,2009,3-13-2009,90
5007,Two Lovers,Joaquin Phoenix,James Gray,Drama,USA,James Gray,R,7.1,2008,3-20-2009,110
5008,"I Love You, Man",Paul Rudd,John Hamburg,Comedy,USA,John Hamburg,R,7,2009,3-20-2009,105
5009,Knowing,Nicolas Cage,Ryne Douglas Pearson,Drama,USA,Alex Proyas,PG-13,6.2,2009,3-20-2009,121
5010,Duplicity,Julia Roberts,Tony Gilroy,Comedy,USA,Tony Gilroy,PG-13,6.2,2009,3-20-2009,125
5011,Monsters vs. Aliens,Reese Witherspoon,Maya Forbes,Animation,USA,Rob Letterman,PG,6.5,2009,3-27-2009,94
5012,The Haunting in Connecticut,Virginia Madsen,Adam Simon,Drama,USA,Peter Cornwell,PG-13,5.9,2009,3-27-2009,92
5013,12 Rounds,John Cena,Daniel Kunka,Action,USA,Renny Harlin,PG-13,5.6,2009,3-27-2009,108
5014,The Damned United,Colm Meaney,Peter Morgan,Biography,UK,Tom Hooper,R,7.6,2009,3-27-2009,98
5015,Fast & Furious,Vin Diesel,Chris Morgan,Action,USA,Justin Lin,PG-13,6.6,2009,4-3-2009,107
5016,Adventureland,Jesse Eisenberg,Greg Mottola,Comedy,USA,Greg Mottola,R,6.8,2009,4-3-2009,100
5017,Gomorrah,Gianfelice Imparato,Roberto Saviano,Crime,Italy,Matteo Garrone,NOT RATED,7,2008,4-10-2009,137
5018,Dragonball: Evolution,Justin Chatwin,Ben Ramsey,Action,USA,James Wong,PG,2.6,2009,4-10-2009,85
5019,Hannah Montana: The Movie,Miley Cyrus,Dan Berendsen,Comedy,USA,Peter Chelsom,G,4.3,2009,4-10-2009,102
5020,Observe and Report,Seth Rogen,Jody Hill,Comedy,USA,Jody Hill,R,5.8,2009,4-10-2009,86
5021,Shelter,Trevor Wright,Jonah Markowitz,Drama,USA,Jonah Markowitz,R,7.8,2007,4-16-2009,97
5022,Sunshine Cleaning,Amy Adams,Megan Holley,Comedy,USA,Christine Jeffs,R,6.9,2008,4-17-2009,91
5023,17 Again,Zac Efron,Jason Filardi,Comedy,USA,Burr Steers,PG-13,6.4,2009,4-17-2009,102
5024,Crank: High Voltage,Jason Statham,Mark Neveldine,Action,USA,Mark Neveldine,R,6.2,2009,4-17-2009,96
5025,State of Play,Russell Crowe,Matthew Michael Carnahan,Drama,USA,Kevin Macdonald,PG-13,7.1,2009,4-17-2009,127
5026,Sin Nombre,Paulina Gaitan,Cary Fukunaga,Adventure,Mexico,Cary Fukunaga,R,7.6,2009,4-17-2009,96
5027,The Informers,Billy Bob Thornton,Bret Easton Ellis,Crime,Germany,Gregor Jordan,R,5.1,2008,4-24-2009,98
5028,Surveillance,Julia Ormond,Kent Harper,Crime,USA,Jennifer Lynch,R,6.4,2008,4-24-2009,97
5029,Obsessed,Beyoncé Knowles,David Loughery,Drama,USA,Steve Shill,PG-13,4.9,2009,4-24-2009,108
5030,Fighting,Channing Tatum,Robert Munic,Action,USA,Dito Montiel,PG-13,5.6,2009,4-24-2009,105
5031,The Soloist,Jamie Foxx,Susannah Grant,Biography,UK,Joe Wright,PG-13,6.7,2009,4-24-2009,117
5032,X-Men Origins: Wolverine,Hugh Jackman,David Benioff,Action,USA,Gavin Hood,PG-13,6.7,2009,5-1-2009,107
5033,Ghosts of Girlfriends Past,Matthew McConaughey,Jon Lucas,Comedy,USA,Mark Waters,PG-13,5.8,2009,5-1-2009,100
5034,Star Trek,Chris Pine,Roberto Orci,Action,USA,J.J. Abrams,PG-13,8,2009,5-8-2009,127
5035,Angels & Demons,Tom Hanks,David Koepp,Mystery,USA,Ron Howard,PG-13,6.7,2009,5-15-2009,138
5036,Terminator Salvation,Christian Bale,John Brancato,Action,USA,McG,PG-13,6.6,2009,5-21-2009,115
5037,Night at the Museum: Battle of the Smithsonian,Ben Stiller,Robert Ben Garant,Adventure,USA,Shawn Levy,PG,5.9,2009,5-22-2009,105
5038,Mother,Hye-ja Kim,Joon-ho Bong,Action,South Korea,Joon-ho Bong,R,7.8,2009,5-28-2009,129
5039,Up,Edward Asner,Pete Docter,Animation,USA,Pete Docter,PG,8.3,2009,5-29-2009,96
5040,Drag Me to Hell,Alison Lohman,Sam Raimi,Horror,USA,Sam Raimi,PG-13,6.6,2009,5-29-2009,99
5041,The Hangover,Zach Galifianakis,Jon Lucas,Comedy,USA,Todd Phillips,R,7.8,2009,6-5-2009,100
5042,Land of the Lost,Will Ferrell,Chris Henchy,Adventure,USA,Brad Silberling,PG-13,5.4,2009,6-5-2009,102
5043,My Life in Ruins,Nia Vardalos,Mike Reiss,Comedy,USA,Donald Petrie,PG-13,5.9,2009,6-5-2009,98
5044,About Elly,Golshifteh Farahani,Asghar Farhadi,Drama,Iran,Asghar Farhadi,Not specified,8.1,2009,6-6-2009,119
5045,The Taking of Pelham 123,Denzel Washington,Brian Helgeland,Action,USA,Tony Scott,R,6.4,2009,6-12-2009,106
5046,Easy Virtue,Jessica Biel,Stephan Elliott,Comedy,UK,Stephan Elliott,PG-13,6.7,2008,6-19-2009,97
5047,The Brothers Bloom,Rachel Weisz,Rian Johnson,Adventure,USA,Rian Johnson,PG-13,6.8,2008,6-19-2009,114
5048,The Proposal,Sandra Bullock,Peter Chiarelli,Comedy,USA,Anne Fletcher,PG-13,6.7,2009,6-19-2009,108
5049,Year One,Jack Black,Harold Ramis,Adventure,USA,Harold Ramis,PG-13,4.9,2009,6-19-2009,97
5050,Transformers: Revenge of the Fallen,Shia LaBeouf,Ehren Kruger,Action,USA,Michael Bay,PG-13,6,2009,6-24-2009,150
5051,My Sister's Keeper,Cameron Diaz,Jeremy Leven,Drama,USA,Nick Cassavetes,PG-13,7.4,2009,6-26-2009,109
5052,Away We Go,John Krasinski,Dave Eggers,Comedy,USA,Sam Mendes,R,7.1,2009,6-26-2009,98
5053,Public Enemies,Christian Bale,Ronan Bennett,Biography,USA,Michael Mann,R,7,2009,7-1-2009,140
5054,Ice Age: Dawn of the Dinosaurs,Ray Romano,Peter Ackerman,Animation,USA,Carlos Saldanha,PG,7,2009,7-1-2009,94
5055,Whatever Works,Evan Rachel Wood,Woody Allen,Comedy,USA,Woody Allen,PG-13,7.2,2009,7-3-2009,93
5056,The Girlfriend Experience,Sasha Grey,David Levien,Drama,USA,Steven Soderbergh,R,5.5,2009,7-8-2009,77
5057,Moon,Sam Rockwell,Duncan Jones,Drama,UK,Duncan Jones,R,7.9,2009,7-10-2009,97
5058,Brüno,Sacha Baron Cohen,Sacha Baron Cohen,Comedy,USA,Larry Charles,R,5.8,2009,7-10-2009,81
5059,"I Love You, Beth Cooper",Hayden Panettiere,Larry Doyle,Comedy,Canada,Chris Columbus,PG-13,5.3,2009,7-10-2009,102
5060,Waltz with Bashir,Ari Folman,Ari Folman,Animation,Israel,Ari Folman,R,8,2008,7-15-2009,90
5061,Harry Potter and the Half-Blood Prince,Daniel Radcliffe,Steve Kloves,Adventure,UK,David Yates,PG,7.5,2009,7-15-2009,153
5062,Chéri,Michelle Pfeiffer,Christopher Hampton,Comedy,UK,Stephen Frears,R,6.2,2009,7-17-2009,100
5063,Orphan,Vera Farmiga,David Leslie Johnson,Horror,USA,Jaume Collet-Serra,R,7,2009,7-24-2009,123
5064,The Ugly Truth,Katherine Heigl,Nicole Eastman,Comedy,USA,Robert Luketic,R,6.5,2009,7-24-2009,96
5065,G-Force,Will Arnett,Cormac Wibberley,Animation,USA,Hoyt Yeatman,PG,5.1,2009,7-24-2009,88
5066,Crossing Over,Harrison Ford,Wayne Kramer,Crime,USA,Wayne Kramer,R,6.8,2009,7-24-2009,113
5067,Nothing But the Truth,Kate Beckinsale,Rod Lurie,Crime,USA,Rod Lurie,R,7.2,2008,7-29-2009,108
5068,Cuentos de Terramar,Timothy Dalton,Ursula K. Le Guin,Animation,Japan,Gorô Miyazaki,PG-13,6.5,2006,7-31-2009,115
5069,The Hurt Locker,Jeremy Renner,Mark Boal,Drama,USA,Kathryn Bigelow,R,7.6,2008,7-31-2009,131
5070,Funny People,Adam Sandler,Judd Apatow,Comedy,USA,Judd Apatow,R,6.3,2009,7-31-2009,146
5071,The Collector,Josh Stewart,Patrick Melton,Horror,USA,Marcus Dunstan,R,6.4,2009,7-31-2009,90
5072,Aliens in the Attic,Ashley Tisdale,Mark Burton,Animation,USA,John Schultz,PG,5.4,2009,7-31-2009,86
5073,Summer Wars,Ryûnosuke Kamiki,Mamoru Hosoda,Animation,Japan,Mamoru Hosoda,PG,7.6,2009,8-1-2009,114
5074,500 Days of Summer,Zooey Deschanel,Scott Neustadter,Comedy,USA,Marc Webb,PG-13,7.7,2009,8-7-2009,95
5075,G.I. Joe: The Rise of Cobra,Dennis Quaid,Stuart Beattie,Action,USA,Stephen Sommers,PG-13,5.8,2009,8-7-2009,118
5076,Julie & Julia,Amy Adams,Nora Ephron,Biography,USA,Nora Ephron,PG-13,7,2009,8-7-2009,118
5077,A Perfect Getaway,Milla Jovovich,David Twohy,Adventure,USA,David Twohy,R,6.5,2009,8-7-2009,98
5078,Ponyo,Cate Blanchett,Hayao Miyazaki,Animation,Japan,Hayao Miyazaki,G,7.7,2008,8-14-2009,101
5079,Sector 9,Sharlto Copley,Neill Blomkamp,Sci-Fi,South Africa,Neill Blomkamp,R,8,2009,8-14-2009,112
5080,The Time Traveler's Wife,Eric Bana,Bruce Joel Rubin,Drama,USA,Robert Schwentke,PG-13,7.1,2009,8-14-2009,107
5081,"The Goods: Live Hard, Sell Hard",Jeremy Piven,Andy Stock,Comedy,USA,Neal Brennan,R,5.8,2009,8-14-2009,89
5082,Alucinaciones,Lindsey Haun,Pearse Elliott,Comedy,Ireland,Paddy Breathnach,UNRATED,4.7,2007,8-21-2009,84
5083,Inglourious Basterds,Brad Pitt,Quentin Tarantino,Adventure,USA,Quentin Tarantino,R,8.3,2009,8-21-2009,153
5084,Shorts,Jimmy Bennett,Robert Rodriguez,Comedy,USA,Robert Rodriguez,PG,4.8,2009,8-21-2009,89
5085,Halloween II,Scout Taylor-Compton,Rob Zombie,Horror,USA,Rob Zombie,R,4.9,2009,8-28-2009,105
5086,The Final Destination,Nick Zano,Eric Bress,Horror,USA,David R. Ellis,R,5.2,2009,8-28-2009,82
5087,Taking Woodstock,Demetri Martin,James Schamus,Biography,USA,Ang Lee,R,6.7,2009,8-28-2009,120
5088,Adam,Hugh Dancy,Max Mayer,Drama,USA,Max Mayer,PG-13,7.2,2009,8-28-2009,99
5089,Killshot,Thomas Jane,Hossein Amini,Crime,USA,John Madden,R,6,2008,9-4-2009,95
5090,Gamer,Gerard Butler,Mark Neveldine,Action,USA,Mark Neveldine,R,5.8,2009,9-4-2009,95
5091,Extract,Jason Bateman,Mike Judge,Comedy,USA,Mike Judge,R,6.2,2009,9-4-2009,92
5092,In the Loop,Tom Hollander,Jesse Armstrong,Comedy,UK,Armando Iannucci,NOT RATED,7.5,2009,9-4-2009,106
5093,All About Steve,Sandra Bullock,Kim Barker,Comedy,USA,Phil Traill,PG-13,4.8,2009,9-4-2009,99
5094,9,Elijah Wood,Pamela Pettler,Animation,USA,Shane Acker,PG-13,7.1,2009,9-9-2009,79
5095,Whiteout,Kate Beckinsale,Jon Hoeber,Action,USA,Dominic Sena,R,5.5,2009,9-11-2009,101
5096,Sorority Row,Briana Evigan,Josh Stolberg,Horror,USA,Stewart Hendler,R,5.1,2009,9-11-2009,101
5097,I Can Do Bad All by Myself,Tyler Perry,Tyler Perry,Comedy,USA,Tyler Perry,PG-13,4.2,2009,9-11-2009,100
5098,Carriers,Chris Pine,Àlex Pastor,Drama,USA,David Pastor,PG-13,6,2009,9-16-2009,100
5099,Pontypool,Stephen McHattie,Tony Burgess,Fantasy,Canada,Bruce McDonald,NOT RATED,6.7,2008,9-18-2009,93
5100,Jennifer's Body,Megan Fox,Diablo Cody,Comedy,USA,Karyn Kusama,R,5.1,2009,9-18-2009,102
5101,Cloudy with a Chance of Meatballs,Anna Faris,Phil Lord,Animation,USA,Phil Lord,PG,7,2009,9-18-2009,90
5102,The Informant!,Matt Damon,Scott Z. Burns,Comedy,USA,Steven Soderbergh,R,6.5,2009,9-18-2009,108
5103,Love Happens,Jennifer Aniston,Brandon Camp,Drama,USA,Brandon Camp,PG-13,5.6,2009,9-18-2009,100
5104,Pandorum,Dennis Quaid,Travis Milloy,Action,Germany,Christian Alvart,R,6.8,2009,9-25-2009,108
5105,Surrogates,Bruce Willis,Michael Ferris,Action,USA,Jonathan Mostow,PG-13,6.3,2009,9-25-2009,89
5106,Spread,Ashton Kutcher,Jason Hall,Comedy,USA,David Mackenzie,R,5.9,2009,9-25-2009,97
5107,Fame,Kelsey Grammer,Allison Burnett,Comedy,USA,Kevin Tancharoen,PG,5,2009,9-25-2009,107
5108,I Hope They Serve Beer in Hell,Matt Czuchry,Tucker Max,Comedy,USA,Bob Gosse,R,5.3,2009,9-25-2009,105
5109,Zombieland,Jesse Eisenberg,Rhett Reese,Adventure,USA,Ruben Fleischer,R,7.7,2009,10-2-2009,88
5110,The Invention of Lying,Ricky Gervais,Ricky Gervais,Comedy,USA,Ricky Gervais,PG-13,6.4,2009,10-2-2009,100
5111,Whip It,Ellen Page,Shauna Cross,Drama,USA,Drew Barrymore,PG-13,6.9,2009,10-2-2009,111
5112,Bright Star,Abbie Cornish,Jane Campion,Biography,UK,Jane Campion,PG,7,2009,10-9-2009,119
5113,Couples Retreat,Vince Vaughn,Jon Favreau,Comedy,USA,Peter Billingsley,PG-13,5.5,2009,10-9-2009,113
5114,Paranormal Activity,Katie Featherston,Oren Peli,Horror,USA,Oren Peli,R,6.3,2007,10-16-2009,86
5115,Eden Lake,Kelly Reilly,James Watkins,Horror,UK,James Watkins,R,6.8,2008,10-16-2009,91
5116,"New York, I Love You",Shia LaBeouf,Hu Hong,Comedy,USA,Fatih Akin,R,6.3,2008,10-16-2009,103
5117,Law Abiding Citizen,Gerard Butler,Kurt Wimmer,Crime,USA,F. Gary Gray,R,7.4,2009,10-16-2009,109
5118,The Stepfather,Penn Badgley,J.S. Cardone,Crime,USA,Nelson McCormick,PG-13,5.6,2009,10-16-2009,101
5119,Donde viven los monstruos,Max Records,Spike Jonze,Adventure,Germany,Spike Jonze,PG,6.8,2009,10-16-2009,101
5120,Cirque du Freak: The Vampire's Assistant,Chris Massoglia,Paul Weitz,Action,USA,Paul Weitz,PG-13,5.9,2009,10-23-2009,100
5121,El juego del miedo VI,Tobin Bell,Patrick Melton,Horror,Canada,Kevin Greutert,R,6,2009,10-23-2009,90
5122,Astro Boy,Freddie Highmore,Osamu Tezuka,Animation,Hong Kong,David Bowers,PG,6.3,2009,10-23-2009,94
5123,Amelia,Hilary Swank,Ronald Bass,Adventure,USA,Mira Nair,PG,5.8,2009,10-23-2009,111
5124,[Rec] 2,Jonathan D. Mellor,Jaume Balagueró,Horror,Spain,Jaume Balagueró,R,6.6,2009,10-23-2009,85
5125,The Canyon,Eion Bailey,Steve Allrich,Thriller,USA,Richard Harrah,R,5.9,2009,10-23-2009,100
5126,A Serious Man,Michael Stuhlbarg,Joel Coen,Comedy,USA,Ethan Coen,R,7,2009,11-6-2009,106
5127,The Men Who Stare at Goats,Ewan McGregor,Jon Ronson,Comedy,USA,Grant Heslov,R,6.2,2009,11-6-2009,94
5128,The Box,Cameron Diaz,Richard Kelly,Drama,USA,Richard Kelly,PG-13,5.6,2009,11-6-2009,115
5129,The Fourth Kind,Milla Jovovich,Olatunde Osunsanmi,Mystery,USA,Olatunde Osunsanmi,PG-13,5.9,2009,11-6-2009,98
5130,A Christmas Carol,Jim Carrey,Robert Zemeckis,Animation,USA,Robert Zemeckis,PG,6.8,2009,11-6-2009,96
5131,Bitch Slap,Julia Voth,Rick Jacobson,Action,USA,Rick Jacobson,R,4.5,2009,11-6-2009,109
5132,Coco Before Chanel,Audrey Tautou,Edmonde Charles-Roux,Biography,France,Anne Fontaine,PG-13,6.7,2009,11-6-2009,105
5133,Dogtooth,Christos Stergioglou,Efthymis Filippou,Drama,Greece,Yorgos Lanthimos,UNRATED,7.3,2009,11-11-2009,94
5134,Today's Special,Kevin Breznahan,Aasif Mandvi,Comedy,USA,David Kaplan,R,6.7,2009,11-11-2009,99
5135,Fireflies in the Garden,Ryan Reynolds,Robert Frost,Drama,USA,Dennis Lee,R,6.5,2008,11-13-2009,99
5136,2012,John Cusack,Roland Emmerich,Action,USA,Roland Emmerich,PG-13,5.8,2009,11-13-2009,158
5137,Pirate Radio,Philip Seymour Hoffman,Richard Curtis,Comedy,UK,Richard Curtis,R,7.4,2009,11-13-2009,135
5138,The Blind Side,Quinton Aaron,John Lee Hancock,Biography,USA,John Lee Hancock,PG-13,7.7,2009,11-20-2009,100
5139,The Twilight Saga: New Moon,Kristen Stewart,Melissa Rosenberg,Adventure,USA,Chris Weitz,PG-13,4.6,2009,11-20-2009,130
5140,Precious,Gabourey Sidibe,Geoffrey Fletcher,Drama,USA,Lee Daniels,R,7.3,2009,11-20-2009,110
5141,Planeta 51,Dwayne Johnson,Javier Abad,Animation,Spain,Jorge Blanco,PG,6.1,2009,11-20-2009,91
5142,Fantastic Mr. Fox,George Clooney,Roald Dahl,Animation,USA,Wes Anderson,PG,7.8,2009,11-25-2009,87
5143,Ninja Assassin,Rick Yune,Matthew Sand,Action,Germany,James McTeigue,R,6.4,2009,11-25-2009,99
5144,Old Dogs,Robin Williams,David Diamond,Comedy,USA,Walt Becker,PG,5.4,2009,11-25-2009,100
5145,Red Cliff,Tony Chiu-Wai Leung,John Woo,Action,China,John Woo,R,7.4,2008,12-4-2009,150
5146,The Merry Gentleman,Michael Keaton,Ron Lazzeretti,Crime,USA,Michael Keaton,R,6.6,2008,12-4-2009,110
5147,Brothers,Jake Gyllenhaal,David Benioff,Drama,USA,Jim Sheridan,R,7.1,2009,12-4-2009,105
5148,Everybody's Fine,Robert De Niro,Kirk Jones,Adventure,USA,Kirk Jones,PG-13,7.2,2009,12-4-2009,100
5149,Armored,Columbus Short,James V. Simpson,Action,USA,Nimród Antal,PG-13,5.7,2009,12-4-2009,88
5150,The Messenger,Ben Foster,Alessandro Camon,Drama,USA,Oren Moverman,R,7.2,2009,12-4-2009,113
5151,The Princess and the Frog,Anika Noni Rose,Ron Clements,Animation,USA,Ron Clements,G,7.1,2009,12-11-2009,97
5152,Invictus,Morgan Freeman,Anthony Peckham,Biography,USA,Clint Eastwood,PG-13,7.4,2009,12-11-2009,134
5153,The Boondock Saints II: All Saints Day,Sean Patrick Flanery,Troy Duffy,Action,USA,Troy Duffy,R,6.3,2009,12-11-2009,118
5154,Bad Lieutenant: Port of Call New Orleans,Nicolas Cage,William M. Finkelstein,Crime,USA,Werner Herzog,R,6.7,2009,12-11-2009,122
5155,The Limits of Control,Isaach De Bankolé,Jim Jarmusch,Crime,USA,Jim Jarmusch,R,6.3,2009,12-11-2009,116
5156,Me and Orson Welles,Zac Efron,Robert Kaplow,Drama,UK,Richard Linklater,PG-13,6.8,2008,12-18-2009,114
5157,Avatar,Sam Worthington,James Cameron,Action,UK,James Cameron,PG-13,7.8,2009,12-18-2009,162
5158,The Road,Viggo Mortensen,Cormac McCarthy,Adventure,USA,John Hillcoat,R,7.3,2009,12-18-2009,111
5159,Did You Hear About the Morgans?,Hugh Grant,Marc Lawrence,Comedy,USA,Marc Lawrence,PG-13,4.8,2009,12-18-2009,100
5160,Up in the Air,George Clooney,Walter Kirn,Drama,USA,Jason Reitman,R,7.4,2009,12-23-2009,109
5161,Alvin and the Chipmunks: The Squeakquel,Jason Lee,Jon Vitti,Animation,USA,Betty Thomas,PG,4.5,2009,12-23-2009,88
5162,Sherlock Holmes,Robert Downey Jr.,Michael Robert Johnson,Action,USA,Guy Ritchie,PG-13,7.6,2009,12-25-2009,128
5163,3 Idiots,Aamir Khan,Rajkumar Hirani,Adventure,India,Rajkumar Hirani,PG-13,8.4,2009,12-25-2009,170
5164,Nine,Daniel Day-Lewis,Michael Tolkin,Drama,UK,Rob Marshall,PG-13,5.8,2009,12-25-2009,118
5165,It's Complicated,Meryl Streep,Nancy Meyers,Comedy,USA,Nancy Meyers,R,6.6,2009,12-25-2009,100
5166,Mutant Chronicles,Thomas Jane,Philip Eisner,Action,USA,Simon Hunter,R,5.2,2008,1-8-2010,111
5167,The Imaginarium of Doctor Parnassus,Christopher Plummer,Terry Gilliam,Adventure,UK,Terry Gilliam,PG-13,6.8,2009,1-8-2010,123
5168,The Young Victoria,Emily Blunt,Julian Fellowes,Biography,UK,Jean-Marc Vallée,PG,7.3,2009,1-8-2010,100
5169,La hermandad,Ethan Hawke,Michael Spierig,Action,Australia,Michael Spierig,R,6.5,2009,1-8-2010,98
5170,Youth in Revolt,Michael Cera,Gustin Nash,Comedy,USA,Miguel Arteta,R,6.5,2009,1-8-2010,90
5171,Leap Year,Amy Adams,Deborah Kaplan,Comedy,USA,Anand Tucker,PG,6.5,2010,1-8-2010,100
5172,Black Dynamite,Arsenio Hall,Michael Jai White,Action,USA,Scott Sanders,R,7.4,2009,1-13-2010,84
5173,The Lovely Bones,Rachel Weisz,Fran Walsh,Drama,USA,Peter Jackson,PG-13,6.7,2009,1-15-2010,135
5174,Broken Embraces,Penélope Cruz,Pedro Almodóvar,Drama,Spain,Pedro Almodóvar,R,7.2,2009,1-15-2010,127
5175,The Book of Eli,Denzel Washington,Gary Whitta,Action,USA,Albert Hughes,R,6.9,2010,1-15-2010,118
5176,The Spy Next Door,Jackie Chan,Jonathan Bernstein,Action,USA,Brian Levant,PG,5.4,2010,1-15-2010,94
5177,Easy Money,Joel Kinnaman,Daniel Espinosa,Action,Sweden,Daniel Espinosa,R,6.7,2010,1-15-2010,124
